"URL","Title","Topics","Format","Document type","File format","As Is VA.gov Teaser Text","Write or Revise?","To Be VA.gov Teaser Text","Social share teaser text","Social share CTA URL"
"https://explore.va.gov/video/health-care-rich","Rich found help for his hearing at a nearby VA clinic. ","Health care","Video",,,"This Army Vet credits VA for �bringing the care to the community.�","N",,,
"https://explore.va.gov/video/health-care-richard","When a blood clot threatened Richard's life  VA gave him a new heart.","Health care","Video",,,"Now this Marine Corps Veteran is healthy and enjoying life with his grandchildren.","Y",,,
"https://explore.va.gov/video/health-care-shelby","VA helps Shelby live better with diabetes. ","Health care","Video",,,"Shelby�s first VA physical revealed diabetes�and compassionate care motivated him to get healthy.","N",,,
"https://explore.va.gov/video/health-care-tom","When doctors in the private sector couldn't diagnose Tom  VA stepped in","Health care","Video",,,"After extensive tests, VA doctors diagnosed Tom with a rare but treatable illness.","N",,,
"https://explore.va.gov/video/health-care-woodi","Practicing yoga at her VA helps Woodi manage her pain","Health care","Video",,,"Now this Army Veteran has reduced her dependency on painkillers, is more relaxed, and lives better.","Y",,,
"https://explore.va.gov/video/home-loans-chris","Chris and his wife were able to buy a new house with a VA-backed home loan. ","Housing assistance","Video",,,"After Chris and his wife qualified for a VA home loan, they were able to purchase a new house. They found the process flexible and hassle-free.","N",,,
"https://explore.va.gov/video/home-loans-eiler","For Eiler  tracking the status of his VA payments and claims is easy with eBenefits.  ","Disability,Health care,Housing assistance","Video",,,"Eiler uses VA benefits including health care, the GI Bill�, and the VA home loan. VA benefits are what you make of them, he says.","N",,,
"https://explore.va.gov/video/home-loans-eiler2","Even for single-income families like Eiler's  VA makes homeownership possible. ","Education and training,Housing assistance","Video",,,"Eiler is putting multiple VA benefits to use for himself and his family: He�s paying for school with the GI Bill� and plans to use a VA-guaranteed home loan to buy a house.","N",,,
"https://explore.va.gov/video/home-loans-harold","When Harold was ready to buy a home  a VA loan made it easy. ","Housing assistance","Video",,,"This Marine Corps Veteran calls his service his down payment.","Y",,,
"https://explore.va.gov/video/home-loans-jim","Jim says Veterans should know that a VA home loan is quite a deal.","Housing assistance","Video",,,"After he left the service 38 years ago, Jim and his wife raised a family in a home secured with a VA home loan. Today�s Veterans may not think about this option, but Jim says it�s a benefit that�s there for them and is �quite a deal.�","N",,,
"https://explore.va.gov/video/home-loans-mark","Mark used a VA home loan to give his daughters their dream home. ","Housing assistance","Video",,,"With a VA home loan, Mark enjoys low mortgage payments, leaving him with more money for his family.","N",,,
"https://explore.va.gov/video/home-loans-nicole","Nicole didn't know how she was going to afford a home until VA provided a solution","Housing assistance","Video",,,"As a single mom, Nicole wanted the independence of owning a home; a VA home loan made her dreams a reality.","N",,,
"https://explore.va.gov/video/home-loans-overview","Overview of VA home loans and how to apply ","Housing assistance","Video",,,"VA offers home loan benefits for Veterans and their families.","Y",,,
"https://explore.va.gov/video/home-loans-sim","Throughout his life  the VA-backed home loan has helped Sim finance his homes. ","Housing assistance","Video",,,"This Air Force Veteran calls it a better deal than any other loan out there.","Y",,,
"https://explore.va.gov/video/homeless-mike","Mike turned his life around with VA programs for homeless Vets.","Housing assistance,Health care","Video",,,"This Marine Corps Veteran regained his independence through a VA rehabilitation and treatment program for homeless Veterans, and used a HUD-VASH voucher to move in to an apartment.","N",,,
"https://explore.va.gov/video/housing-grant","VA has understood that I needed things that I didn't even realize I needed.","Disability,Housing assistance","Video",,,"VA grants help disabled Veterans adapt their homes and cars and live better.","N",,,
"https://explore.va.gov/video/life-insurance-adam","VA life insurance helps ease Adam's mind. ","Disability,Life insurance","Video",,,"This disabled Army Veteran didn�t want to burden his parents if anything happened to him.","Y",,,
"https://explore.va.gov/video/life-insurance-chuck","After private companies turned him down  Chuck was able to get VA life insurance. ","Health care,Life insurance","Video",,,"With post-traumatic stress disorder stemming from his 30 years in the military, Chuck was turned down by several private life insurance companies. When he discovered that he qualified for VA life insurance, he could rest easier knowing that his family was covered.","N",,,
"https://explore.va.gov/video/life-insurance-fred","Fred's VA life insurance has his family covered. | Explore VA","Life insurance","Video",,,"Fred used VA life insurance benefits to make sure his family is covered, no matter what happens.","N",,,
"https://explore.va.gov/video/life-insurance-josh","Josh says it's an honor to be able to secure his family's future with VA life insurance. ","Life insurance","Video",,,"Josh, a Marine Corps Veteran, wants other young Vets to know that they can secure their family�s future by taking advantage of VA life insurance benefits.","N",,,
"https://explore.va.gov/video/life-insurance-josh2","VA life insurance benefits relieved financial pressure for Josh while he recovered from injury. ","Life insurance","Video",,,"Josh, a quadriplegic Marine Corps Veteran, used VA life insurance benefits to relieve financial stress and focus on recovering from his injuries.","N",,,
"https://explore.va.gov/video/life-insurance-overview","Overview of VA life insurance and how to apply  ","Life insurance","Video",,,"VA provides life insurance for Veterans and their families.","Y",,,
"https://explore.va.gov/video/memorial-debbie","VA memorial benefits helped Debbie honor her father's memory. ","Burials and memorials","Video",,,"Debbie�s father was laid to rest in a VA cemetery.","Y",,,
"https://explore.va.gov/video/memorial-mary","Mary used VA memorial services to bury her father with honor. ","Burials and memorials","Video",,,"Mary honored the memory and service of her father, a Navy Veteran, by using VA memorial benefits. His final resting place is at a VA national cemetery.","N","Mary honored the memory and service of her father, a Navy Veteran, by using VA memorial benefits. His final resting place is at a VA national cemetery.",,
"https://explore.va.gov/video/memorial-overview","Overview of VA memorial benefits and how to apply |","Burials and memorials","Video",,,"VA offers memorial benefits to Veterans and their families.","Y",,,
"https://explore.va.gov/video/memorial-winnie","VA memorial benefits honor the memory and service of Winnie's husband. ","Burials and memorials","Video",,,"Winnie�s husband, Clarence, is buried in a VA national cemetery. VA covered his memorial service and maintains his gravesite.","N","Mary honored the memory and service of her father, a Navy Veteran, by using VA memorial benefits. His final resting place is at a VA national cemetery.",,
"https://explore.va.gov/video/pension-jim","Jim's pension benefits help cover his daytime care. ","Pension","Video",,,"Korean War Veteran Jim has Alzheimer�s. His VA pension benefits help pay for an in-home caregiver.","N",,,
"https://explore.va.gov/video/pension-mary","For Mary  her mothers survivors  pension means less financial stress for her family. ","Pension","Video",,,"This economic security means Mary doesn�t have to worry as much about her mother�s resources.","Y",,,
"https://explore.va.gov/video/pension-overview","Overview of VA pension benefits and how to apply ","Pension","Video",,,"VA provides pension benefits to Veterans and their families.","Y",,,
"https://explore.va.gov/video/ptsd-josh","Prolonged exposure therapy helps Josh overcome PTSD. ","Health care","Video",,,"Josh reached out for support from VA after PTSD started taking over his life. Now he can cope with his stressors.","N",,,
"https://explore.va.gov/video/ptsd-scott","VA was there when Scott needed it most. ","Health care","Video",,,"Contemplating suicide and coping with TBI and PTSD, Army Veteran Scott changed course with support from VA.","N",,,
"https://explore.va.gov/video/spouses-dependents-survivors-overview","Overview of VA benefits for spouses  dependents  and survivors and how to apply","Family member benefits","Video",,,"VA has benefits for Veterans� spouses, dependents, and survivors.","N",,,
"https://explore.va.gov/video/spouses-jenna","Jenna uses VA caregiver support to help her care for her husband  a retired Marine. ","Family member benefits","Video",,,"When Jenna�s husband retired from the Marines, he needed around-the-clock care. Jenna used VA benefits to become his full-time caregiver and access resources to stay strong for him.","N",,,
"https://explore.va.gov/video/spouses-jennifer","VA benefits help Jennifer and her family live better. ","Family member benefits","Video",,,"Jennifer earned a master�s degree and she and her children have health insurance�thanks to VA benefits her husband earned through service.","N",,,
"https://explore.va.gov/video/spouses-malia","Her husband didn't come home from war. What she did in his honor will move you. ","Education and training,Family member benefits","Video",,,"Malia�s husband was killed in the line of duty. Her work to honor his memory means children of the fallen can now go to college. Share her story and help survivors learn about the VA benefits that they may be eligible for.","N",,,
"https://explore.va.gov/video/summer-sports-tristan","From a sea cave rescue to summer sports  how one Vet helps others find courage in life after service. ","Health care","Video",,,"Coast Guard Veteran Tristan Heaton runs VA�s summer sports clinic. Share his inspiring story and help Veterans learn more about VA benefits they may be eligible for.","N",,,
"https://explore.va.gov/video/therapy-tom","VA's aquatic therapy program was a blessing for this Air Force Vet. ","Health care","Video",,,"For a year, Tom couldn�t move more than an eye and a toe. Now he can walk a football field.","Y",,,
"https://explore.va.gov/video/vet-center-comp","I really just needed to talk to somebody. ","Family member benefits,Health care","Video",,,"From marriage counseling to financial advice, Vet Centers are a great resource for eligible Vets.","N",,,
"https://explore.va.gov/video/vet-center-jeffrey","Jeffrey's local Vet Center helped him transition to civilian life. ","Health care","Video",,,"After facing financial and mental health challenges, Jeffrey found support through VA.","N",,,
"https://explore.va.gov/video/womens-health","Three Veterans  three stories of women's health. ","Health care","Video",,,"Natasha, Karla, and Kim on service, identity, and choosing VA health care. Share their stories and help female Veterans learn more about the VA benefits they may be eligible for.","N",,,
"It takes the Veteran in your life a few minutes to #ExploreVA and see if he or she qualifies for VA benefits. Share this.","It takes the Veteran in your life a few minutes to #ExploreVA and see if he or she qualifies for VA benefits. Share this.","General benefits information","Shareable",,,"It takes the Veteran in your life a few minutes to #ExploreVA and see if he or she qualifies for VA benefits. Share this.",,,,
"No matter when you served, #ExploreVA benefits for you and your family.","No matter when you served, #ExploreVA benefits for you and your family.","General benefits information","Shareable",,,"No matter when you served, #ExploreVA benefits for you and your family.",,,,
"Take the first step with one click: #ExploreVA benefits for Veterans and their families.","Take the first step with one click: #ExploreVA benefits for Veterans and their families.","General benefits information","Shareable",,,"Take the first step with one click: #ExploreVA benefits for Veterans and their families.",,,,
"VA life insurance has Veterans and their loved ones covered. #ExploreVA.","VA life insurance has Veterans and their loved ones covered. #ExploreVA.","Life insurance","Shareable",,,"VA life insurance has Veterans and their loved ones covered. #ExploreVA.",,,,
"VA serves Veterans. Share this website and encourage them to #ExploreVA benefits.","VA serves Veterans. Share this website and encourage them to #ExploreVA benefits.","General benefits information","Shareable",,,"VA serves Veterans. Share this website and encourage them to #ExploreVA benefits.",,,,
"Veterans can build their careers with #ExploreVA employment services.","Veterans can build their careers with #ExploreVA employment services.","Careers and employment","Shareable",,,"Veterans can build their careers with #ExploreVA employment services.",,,,
"With #ExploreVA education benefits, Veterans can be educated and trained for just about any career imaginable.","With #ExploreVA education benefits, Veterans can be educated and trained for just about any career imaginable.","Education and training","Shareable",,,"With #ExploreVA education benefits, Veterans can be educated and trained for just about any career imaginable.",,,,
"You support the Veterans in your life. #ExploreVA benefits for spouses, dependents, & survivors.","You support the Veterans in your life. #ExploreVA benefits for spouses, dependents, & survivors.","Family member benefits","Shareable",,,"You support the Veterans in your life. #ExploreVA benefits for spouses, dependents, & survivors.",,,,
