Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_671GK02 - Primary care;San Antonio-Southwest Military VA Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_671GK02 - Radiology;San Antonio-Southwest Military VA Clinic;Radiology at VA South Texas health care;;VA South Texas health care
vha_671GN - Advice nurse;Seguin VA Clinic;Advice nurse at VA South Texas health care;;VA South Texas health care
vha_671GN - Extended care and rehabilitation;Seguin VA Clinic;Extended care and rehabilitation at VA South Texas health care;;VA South Texas health care
vha_671GN - Laboratory and pathology;Seguin VA Clinic;Laboratory and pathology at VA South Texas health care;;VA South Texas health care
vha_671GN - Pharmacy;Seguin VA Clinic;Pharmacy at VA South Texas health care;;VA South Texas health care
vha_671GN - Primary care;Seguin VA Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_671GN - Radiology;Seguin VA Clinic;Radiology at VA South Texas health care;;VA South Texas health care
vha_671GQ - Mental health care;Shavano Park VA Clinic;Mental health care at VA South Texas health care;;VA South Texas health care
vha_671GQ - Primary care;Shavano Park VA Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_671GQ - Social work;Shavano Park VA Clinic;Social work at VA South Texas health care;;VA South Texas health care
vha_671GQ - Telehealth;Shavano Park VA Clinic;Telehealth at VA South Texas health care;;VA South Texas health care
vha_671GF - Laboratory and pathology;South Bexar County VA Clinic;Laboratory and pathology at VA South Texas health care;;VA South Texas health care
vha_671GF - Mental health care;South Bexar County VA Clinic;Mental health care at VA South Texas health care;;VA South Texas health care
vha_671GF - Primary care;South Bexar County VA Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_671GF - Social work;South Bexar County VA Clinic;Social work at VA South Texas health care;;VA South Texas health care
vha_671GF - Telehealth;South Bexar County VA Clinic;Telehealth at VA South Texas health care;;VA South Texas health care
vha_671GB - Mental health care;Victoria VA Clinic;Mental health care at VA South Texas health care;;VA South Texas health care
vha_671GB - Nutrition, food, and dietary care;Victoria VA Clinic;Nutrition, food, and dietary care at VA South Texas health care;;VA South Texas health care
vha_671GB - Podiatry;Victoria VA Clinic;Podiatry at VA South Texas health care;;VA South Texas health care
vha_671GB - Primary care;Victoria VA Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_671GB - Social work;Victoria VA Clinic;Social work at VA South Texas health care;;VA South Texas health care
vha_671GB - Telehealth;Victoria VA Clinic;Telehealth at VA South Texas health care;;VA South Texas health care
vha_671GH - Advice nurse;Beeville VA Clinic;Advice nurse at VA South Texas health care;;VA South Texas health care
vha_671GH - Laboratory and pathology;Beeville VA Clinic;Laboratory and pathology at VA South Texas health care;;VA South Texas health care
vha_671GH - Pharmacy;Beeville VA Clinic;Pharmacy at VA South Texas health care;;VA South Texas health care
vha_671GH - Primary care;Beeville VA Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_671GH - Radiology;Beeville VA Clinic;Radiology at VA South Texas health care;;VA South Texas health care
vha_671GR - Mental Health Care;North Bexar VA Clinic;Mental Health Care at VA South Texas health care;;VA South Texas health care
vha_671GR - Primary care;North Bexar VA Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_671QA - Primary care;South Texas VA Mobile Clinic;Primary care at VA South Texas health care;;VA South Texas health care
vha_740 - Addiction and substance abuse care;Harlingen VA Clinic;Addiction and substance abuse care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Amputation care;Harlingen VA Clinic;Amputation care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Anesthesia;Harlingen VA Clinic;Anesthesia at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Audiology and speech;Harlingen VA Clinic;Audiology and speech at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Cardiology;Harlingen VA Clinic;Cardiology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Caregiver support;Harlingen VA Clinic;Caregiver support at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Dental/oral surgery;Harlingen VA Clinic;Dental/oral surgery at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Dermatology;Harlingen VA Clinic;Dermatology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Diabetic care;Harlingen VA Clinic;Diabetic care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Extended care and rehabilitation;Harlingen VA Clinic;Extended care and rehabilitation at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Gastroenterology;Harlingen VA Clinic;Gastroenterology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Geriatrics;Harlingen VA Clinic;Geriatrics at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Homeless Veteran care;Harlingen VA Clinic;Homeless Veteran care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Infectious disease;Harlingen VA Clinic;Infectious disease at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Laboratory and pathology;Harlingen VA Clinic;Laboratory and pathology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - LGBT Veteran care;Harlingen VA Clinic;LGBT Veteran care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Blind and low vision rehabilitation;Harlingen VA Clinic;Blind and low vision rehabilitation at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Mental health care;Harlingen VA Clinic;Mental health care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Military sexual trauma care;Harlingen VA Clinic;Military sexual trauma care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Minority Veteran care;Harlingen VA Clinic;Minority Veteran care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Nephrology;Harlingen VA Clinic;Nephrology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Neurology;Harlingen VA Clinic;Neurology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Ophthalmology;Harlingen VA Clinic;Ophthalmology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Optometry;Harlingen VA Clinic;Optometry at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Orthopedics;Harlingen VA Clinic;Orthopedics at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Otolaryngology;Harlingen VA Clinic;Otolaryngology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Pain management;Harlingen VA Clinic;Pain management at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Palliative and hospice care;Harlingen VA Clinic;Palliative and hospice care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Patient advocates;Harlingen VA Clinic;Patient advocates at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Pharmacy;Harlingen VA Clinic;Pharmacy at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Physical medicine and rehabilitation;Harlingen VA Clinic;Physical medicine and rehabilitation at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Podiatry;Harlingen VA Clinic;Podiatry at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Primary care;Harlingen VA Clinic;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Psychiatry;Harlingen VA Clinic;Psychiatry at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - PTSD care;Harlingen VA Clinic;PTSD care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Pulmonary medicine;Harlingen VA Clinic;Pulmonary medicine at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Radiation oncology;Harlingen VA Clinic;Radiation oncology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Rehabilitation and prosthetics;Harlingen VA Clinic;Rehabilitation and prosthetics at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Returning service member care;Harlingen VA Clinic;Returning service member care at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Rheumatology;Harlingen VA Clinic;Rheumatology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Sleep medicine;Harlingen VA Clinic;Sleep medicine at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Smoking and tobacco cessation;Harlingen VA Clinic;Smoking and tobacco cessation at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Social work;Harlingen VA Clinic;Social work at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Suicide prevention;Harlingen VA Clinic;Suicide prevention at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Telehealth;Harlingen VA Clinic;Telehealth at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Urology;Harlingen VA Clinic;Urology at VA Texas Valley health care;;VA Texas Valley health care
vha_740 - Women Veteran care;Harlingen VA Clinic;Women Veteran care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Laboratory and pathology;Corpus Christi VA Clinic;Laboratory and pathology at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Mental health care;Corpus Christi VA Clinic;Mental health care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - My HealtheVet coordinator;Corpus Christi VA Clinic;My HealtheVet coordinator at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Nutrition, food, and dietary care;Corpus Christi VA Clinic;Nutrition, food, and dietary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Optometry;Corpus Christi VA Clinic;Optometry at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Pharmacy;Corpus Christi VA Clinic;Pharmacy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Physical therapy, occupational therapy and kinesiotherapy;Corpus Christi VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Primary care;Corpus Christi VA Clinic;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Radiology;Corpus Christi VA Clinic;Radiology at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Rehabilitation and prosthetics;Corpus Christi VA Clinic;Rehabilitation and prosthetics at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Social work;Corpus Christi VA Clinic;Social work at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Telehealth;Corpus Christi VA Clinic;Telehealth at VA Texas Valley health care;;VA Texas Valley health care
vha_740GC - Women Veteran care;Corpus Christi VA Clinic;Women Veteran care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GA - Laboratory and pathology;Harlingen VA Clinic-Treasure Hills;Laboratory and pathology at VA Texas Valley health care;;VA Texas Valley health care
vha_740GA - Mental health care;Harlingen VA Clinic-Treasure Hills;Mental health care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GA - My HealtheVet coordinator;Harlingen VA Clinic-Treasure Hills;My HealtheVet coordinator at VA Texas Valley health care;;VA Texas Valley health care
vha_740GA - Nutrition, food, and dietary care;Harlingen VA Clinic-Treasure Hills;Nutrition, food, and dietary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GA - Pharmacy;Harlingen VA Clinic-Treasure Hills;Pharmacy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GA - Primary care;Harlingen VA Clinic-Treasure Hills;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GA - Social work;Harlingen VA Clinic-Treasure Hills;Social work at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - Laboratory and pathology;Laredo VA Clinic;Laboratory and pathology at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - Mental health care;Laredo VA Clinic;Mental health care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - My HealtheVet coordinator;Laredo VA Clinic;My HealtheVet coordinator at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - Nutrition, food, and dietary care;Laredo VA Clinic;Nutrition, food, and dietary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - Pharmacy;Laredo VA Clinic;Pharmacy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - Podiatry;Laredo VA Clinic;Podiatry at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - Primary care;Laredo VA Clinic;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GD - Social work;Laredo VA Clinic;Social work at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Laboratory and pathology;McAllen VA Clinic;Laboratory and pathology at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Mental health care;McAllen VA Clinic;Mental health care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - My HealtheVet coordinator;McAllen VA Clinic;My HealtheVet coordinator at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Optometry;McAllen VA Clinic;Optometry at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Pharmacy;McAllen VA Clinic;Pharmacy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Physical therapy, occupational therapy and kinesiotherapy;McAllen VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Primary care;McAllen VA Clinic;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Radiology;McAllen VA Clinic;Radiology at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Rehabilitation and prosthetics;McAllen VA Clinic;Rehabilitation and prosthetics at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Social work;McAllen VA Clinic;Social work at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Telehealth;McAllen VA Clinic;Telehealth at VA Texas Valley health care;;VA Texas Valley health care
vha_740GB - Women Veteran care;McAllen VA Clinic;Women Veteran care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GI - Primary care;Old Brownsville VA Clinic;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Cardiology;South Enterprize VA Clinic;Cardiology at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Mental health care;South Enterprize VA Clinic;Mental health care at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - My HealtheVet coordinator;South Enterprize VA Clinic;My HealtheVet coordinator at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Orthopedics;South Enterprize VA Clinic;Orthopedics at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Pharmacy;South Enterprize VA Clinic;Pharmacy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Physical therapy, occupational therapy and kinesiotherapy;South Enterprize VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Podiatry;South Enterprize VA Clinic;Podiatry at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Pulmonary medicine;South Enterprize VA Clinic;Pulmonary medicine at VA Texas Valley health care;;VA Texas Valley health care
vha_740GH - Registry exams;South Enterprize VA Clinic;Registry exams at VA Texas Valley health care;;VA Texas Valley health care
vha_740GJ - Primary care;North Tenth Street VA Clinic;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_740QA - Primary care;Texas Valley Coastal Bend VA Mobile Clinic;Primary care at VA Texas Valley health care;;VA Texas Valley health care
vha_519 - Addiction and substance abuse care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Addiction and substance abuse care at VA West Texas health care;;VA West Texas health care
vha_519 - Advice nurse;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Advice nurse at VA West Texas health care;;VA West Texas health care
vha_519 - Audiology and speech;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Audiology and speech at VA West Texas health care;;VA West Texas health care
vha_519 - Caregiver support;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Caregiver support at VA West Texas health care;;VA West Texas health care
vha_519 - Dental/oral surgery;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Dental/oral surgery at VA West Texas health care;;VA West Texas health care
vha_519 - Extended care and rehabilitation;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Extended care and rehabilitation at VA West Texas health care;;VA West Texas health care
vha_519 - Homeless Veteran care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Homeless Veteran care at VA West Texas health care;;VA West Texas health care
vha_519 - Laboratory and pathology;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Laboratory and pathology at VA West Texas health care;;VA West Texas health care
vha_519 - LGBT Veteran care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';LGBT Veteran care at VA West Texas health care;;VA West Texas health care
vha_519 - Mental health care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Mental health care at VA West Texas health care;;VA West Texas health care
vha_519 - Minority Veteran care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Minority Veteran care at VA West Texas health care;;VA West Texas health care
vha_519 - Nutrition, food, and dietary care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Nutrition, food, and dietary care at VA West Texas health care;;VA West Texas health care
vha_519 - Ophthalmology;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Ophthalmology at VA West Texas health care;;VA West Texas health care
vha_519 - Palliative and hospice care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Palliative and hospice care at VA West Texas health care;;VA West Texas health care
vha_519 - Patient advocates;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Patient advocates at VA West Texas health care;;VA West Texas health care
vha_519 - Pharmacy;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Pharmacy at VA West Texas health care;;VA West Texas health care
vha_519 - Physical medicine and rehabilitation;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Physical medicine and rehabilitation at VA West Texas health care;;VA West Texas health care
vha_519 - Polytrauma and traumatic brain injury;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Polytrauma and traumatic brain injury at VA West Texas health care;;VA West Texas health care
vha_519 - Primary care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Primary care at VA West Texas health care;;VA West Texas health care
vha_519 - PTSD care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';PTSD care at VA West Texas health care;;VA West Texas health care
vha_519 - Radiology;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Radiology at VA West Texas health care;;VA West Texas health care
vha_519 - Returning service member care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Returning service member care at VA West Texas health care;;VA West Texas health care
vha_519 - Social work;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Social work at VA West Texas health care;;VA West Texas health care
vha_519 - Spinal cord injury and disorders;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Spinal cord injury and disorders at VA West Texas health care;;VA West Texas health care
vha_519 - Suicide prevention;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Suicide prevention at VA West Texas health care;;VA West Texas health care
vha_519 - Telehealth;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Telehealth at VA West Texas health care;;VA West Texas health care
vha_519 - Travel reimbursement;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Travel reimbursement at VA West Texas health care;;VA West Texas health care
vha_519 - Vocational rehabilitation and employment programs;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Vocational rehabilitation and employment programs at VA West Texas health care;;VA West Texas health care
vha_519 - Women Veteran care;'George H. O''Brien, Jr., Department of Veterans Affairs Medical Center';Women Veteran care at VA West Texas health care;;VA West Texas health care
vha_519HC - Addiction and substance abuse care;Abilene VA Clinic;Addiction and substance abuse care at VA West Texas health care;;VA West Texas health care
vha_519HC - Audiology and speech;Abilene VA Clinic;Audiology and speech at VA West Texas health care;;VA West Texas health care
vha_519HC - Extended care and rehabilitation;Abilene VA Clinic;Extended care and rehabilitation at VA West Texas health care;;VA West Texas health care
vha_519HC - Mental health care;Abilene VA Clinic;Mental health care at VA West Texas health care;;VA West Texas health care
vha_519HC - Optometry;Abilene VA Clinic;Optometry at VA West Texas health care;;VA West Texas health care
vha_519HC - Physical therapy, occupational therapy and kinesiotherapy;Abilene VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA West Texas health care;;VA West Texas health care
vha_519HC - Primary care;Abilene VA Clinic;Primary care at VA West Texas health care;;VA West Texas health care
vha_519HC - Psychology;Abilene VA Clinic;Psychology at VA West Texas health care;;VA West Texas health care
vha_519HC - Social work;Abilene VA Clinic;Social work at VA West Texas health care;;VA West Texas health care
vha_519HC - Telehealth;Abilene VA Clinic;Telehealth at VA West Texas health care;;VA West Texas health care
vha_519HC - Women Veteran care;Abilene VA Clinic;Women Veteran care at VA West Texas health care;;VA West Texas health care
vha_519GD - Primary care;Fort Stockton VA Clinic;Primary care at VA West Texas health care;;VA West Texas health care
vha_519GD - Women Veteran care;Fort Stockton VA Clinic;Women Veteran care at VA West Texas health care;;VA West Texas health care
vha_519GB - Extended care and rehabilitation;Hobbs VA Clinic;Extended care and rehabilitation at VA West Texas health care;;VA West Texas health care
vha_519GB - Mental health care;Hobbs VA Clinic;Mental health care at VA West Texas health care;;VA West Texas health care
vha_519GB - Primary care;Hobbs VA Clinic;Primary care at VA West Texas health care;;VA West Texas health care
vha_519GB - Telehealth;Hobbs VA Clinic;Telehealth at VA West Texas health care;;VA West Texas health care
vha_519GB - Women Veteran care;Hobbs VA Clinic;Women Veteran care at VA West Texas health care;;VA West Texas health care
vha_519HF - Addiction and substance abuse care;San Angelo VA Clinic;Addiction and substance abuse care at VA West Texas health care;;VA West Texas health care
vha_519HF - Extended care and rehabilitation;San Angelo VA Clinic;Extended care and rehabilitation at VA West Texas health care;;VA West Texas health care
vha_519HF - Mental health care;San Angelo VA Clinic;Mental health care at VA West Texas health care;;VA West Texas health care
vha_519HF - Primary care;San Angelo VA Clinic;Primary care at VA West Texas health care;;VA West Texas health care
vha_519HF - Social work;San Angelo VA Clinic;Social work at VA West Texas health care;;VA West Texas health care
vha_519HF - Telehealth;San Angelo VA Clinic;Telehealth at VA West Texas health care;;VA West Texas health care
vha_519HF - Women Veteran care;San Angelo VA Clinic;Women Veteran care at VA West Texas health care;;VA West Texas health care
vha_519GA - Addiction and substance abuse care;Wilson and Young Medal of Honor VA Clinic;Addiction and substance abuse care at VA West Texas health care;;VA West Texas health care
vha_519GA - Audiology and speech;Wilson and Young Medal of Honor VA Clinic;Audiology and speech at VA West Texas health care;;VA West Texas health care
vha_519GA - Mental health care;Wilson and Young Medal of Honor VA Clinic;Mental health care at VA West Texas health care;;VA West Texas health care
vha_519GA - Optometry;Wilson and Young Medal of Honor VA Clinic;Optometry at VA West Texas health care;;VA West Texas health care
vha_519GA - Physical therapy, occupational therapy and kinesiotherapy;Wilson and Young Medal of Honor VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA West Texas health care;;VA West Texas health care
vha_519GA - Primary care;Wilson and Young Medal of Honor VA Clinic;Primary care at VA West Texas health care;;VA West Texas health care
vha_519GA - Psychology;Wilson and Young Medal of Honor VA Clinic;Psychology at VA West Texas health care;;VA West Texas health care
vha_519GA - Telehealth;Wilson and Young Medal of Honor VA Clinic;Telehealth at VA West Texas health care;;VA West Texas health care
vha_519GA - Women Veteran care;Wilson and Young Medal of Honor VA Clinic;Women Veteran care at VA West Texas health care;;VA West Texas health care
vha_463 - Caregiver support;Anchorage VA Medical Center;Caregiver support at VA Alaska health care;;VA Alaska health care
vha_463 - Homeless Veteran care;Anchorage VA Medical Center;Homeless Veteran care at VA Alaska health care;;VA Alaska health care
vha_463 - LGBT Veteran care;Anchorage VA Medical Center;LGBT Veteran care at VA Alaska health care;;VA Alaska health care
vha_463 - Mental health care;Anchorage VA Medical Center;Mental health care at VA Alaska health care;;VA Alaska health care
vha_463 - Minority Veteran care;Anchorage VA Medical Center;Minority Veteran care at VA Alaska health care;;VA Alaska health care
vha_463 - Patient advocates;Anchorage VA Medical Center;Patient advocates at VA Alaska health care;;VA Alaska health care
vha_463 - Pharmacy;Anchorage VA Medical Center;Pharmacy at VA Alaska health care;;VA Alaska health care
vha_463 - Primary care;Anchorage VA Medical Center;Primary care at VA Alaska health care;;VA Alaska health care
vha_463 - Returning service member care;Anchorage VA Medical Center;Returning service member care at VA Alaska health care;;VA Alaska health care
vha_463 - Suicide prevention;Anchorage VA Medical Center;Suicide prevention at VA Alaska health care;;VA Alaska health care
vha_463 - Telehealth;Anchorage VA Medical Center;Telehealth at VA Alaska health care;;VA Alaska health care
vha_463 - Women Veteran care;Anchorage VA Medical Center;Women Veteran care at VA Alaska health care;;VA Alaska health care
vha_463GA - Audiology and speech;Fairbanks VA Clinic;Audiology and speech at VA Alaska health care;;VA Alaska health care
vha_463GA - Laboratory and pathology;Fairbanks VA Clinic;Laboratory and pathology at VA Alaska health care;;VA Alaska health care
vha_463GA - Mental Health Care;Fairbanks VA Clinic;Mental Health Care at VA Alaska health care;;VA Alaska health care
vha_463GA - My HealtheVet coordinator;Fairbanks VA Clinic;My HealtheVet coordinator at VA Alaska health care;;VA Alaska health care
vha_463GA - Orthopedics;Fairbanks VA Clinic;Orthopedics at VA Alaska health care;;VA Alaska health care
vha_463GA - Pharmacy;Fairbanks VA Clinic;Pharmacy at VA Alaska health care;;VA Alaska health care
vha_463GA - Primary care;Fairbanks VA Clinic;Primary care at VA Alaska health care;;VA Alaska health care
vha_463GA - Radiology;Fairbanks VA Clinic;Radiology at VA Alaska health care;;VA Alaska health care
vha_463GA - Women Veteran care;Fairbanks VA Clinic;Women Veteran care at VA Alaska health care;;VA Alaska health care
vha_463GD - Mental health care;Homer VA Clinic;Mental health care at VA Alaska health care;;VA Alaska health care
vha_463GD - Podiatry;Homer VA Clinic;Podiatry at VA Alaska health care;;VA Alaska health care
vha_463GD - Primary care;Homer VA Clinic;Primary care at VA Alaska health care;;VA Alaska health care
vha_463QA - Primary care;Elmendorf-Richardson VA Clinic;Primary care at VA Alaska health care;;VA Alaska health care
vha_463GC - Mental Health Care;Mat-Su VA Clinic;Mental Health Care at VA Alaska health care;;VA Alaska health care
vha_463GC - My HealtheVet coordinator;Mat-Su VA Clinic;My HealtheVet coordinator at VA Alaska health care;;VA Alaska health care
vha_463GC - Pharmacy;Mat-Su VA Clinic;Pharmacy at VA Alaska health care;;VA Alaska health care
vha_463GC - Primary care;Mat-Su VA Clinic;Primary care at VA Alaska health care;;VA Alaska health care
vha_463GE - Mental health care;Juneau VA Clinic;Mental health care at VA Alaska health care;;VA Alaska health care
vha_463GE - My HealtheVet coordinator;Juneau VA Clinic;My HealtheVet coordinator at VA Alaska health care;;VA Alaska health care
vha_463GE - Pharmacy;Juneau VA Clinic;Pharmacy at VA Alaska health care;;VA Alaska health care
vha_463GE - Primary care;Juneau VA Clinic;Primary care at VA Alaska health care;;VA Alaska health care
vha_463GB - Audiology and speech;Kenai VA Clinic;Audiology and speech at VA Alaska health care;;VA Alaska health care
vha_463GB - Pharmacy;Kenai VA Clinic;Pharmacy at VA Alaska health care;;VA Alaska health care
vha_463GB - Podiatry;Kenai VA Clinic;Podiatry at VA Alaska health care;;VA Alaska health care
vha_463GB - Primary care;Kenai VA Clinic;Primary care at VA Alaska health care;;VA Alaska health care
vha_463GB - Telehealth;Kenai VA Clinic;Telehealth at VA Alaska health care;;VA Alaska health care
vha_531 - Audiology and speech;Boise VA Medical Center;Audiology and speech at VA Boise health care;;VA Boise health care
vha_531 - Cancer care;Boise VA Medical Center;Cancer care at VA Boise health care;;VA Boise health care
vha_531 - Caregiver support;Boise VA Medical Center;Caregiver support at VA Boise health care;;VA Boise health care
vha_531 - Extended care and rehabilitation;Boise VA Medical Center;Extended care and rehabilitation at VA Boise health care;;VA Boise health care
vha_531 - Hematology/oncology;Boise VA Medical Center;Hematology/oncology at VA Boise health care;;VA Boise health care
vha_531 - Homeless Veteran care;Boise VA Medical Center;Homeless Veteran care at VA Boise health care;;VA Boise health care
vha_531 - LGBT Veteran care;Boise VA Medical Center;LGBT Veteran care at VA Boise health care;;VA Boise health care
vha_531 - Mental health care;Boise VA Medical Center;Mental health care at VA Boise health care;;VA Boise health care
vha_531 - Minority Veteran care;Boise VA Medical Center;Minority Veteran care at VA Boise health care;;VA Boise health care
