'ID';'Facility Name';'VACM System Health Service';'Facility description of services';'Owner'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Audiology and speech at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Cancer care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Caregiver support at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Extended care and rehabilitation at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Hematology/oncology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Homeless Veteran care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'LGBTQ+ Veteran care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Military sexual trauma care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Minority Veteran care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Nutrition, food, and dietary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Optometry at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Orthopedics at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Palliative and hospice care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Patient advocates at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Physical therapy, occupational therapy and kinesiotherapy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Podiatry at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Pulmonary medicine at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Registry exams at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Returning service member care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Suicide prevention at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Surgery at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585 ';'Oscar G Johnson Department of Veterans Affairs Medical Facility';'Women Veteran care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GA ';'Hancock VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GA ';'Hancock VA Clinic';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GA ';'Hancock VA Clinic';'My HealtheVet coordinator at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GA ';'Hancock VA Clinic';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GA ';'Hancock VA Clinic';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GB ';'Rhinelander VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GB ';'Rhinelander VA Clinic';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GB ';'Rhinelander VA Clinic';'My HealtheVet coordinator at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GB ';'Rhinelander VA Clinic';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GB ';'Rhinelander VA Clinic';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GC ';'Menominee VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GC ';'Menominee VA Clinic';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GC ';'Menominee VA Clinic';'My HealtheVet coordinator at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GC ';'Menominee VA Clinic';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GC ';'Menominee VA Clinic';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GD ';'Ironwood VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GD ';'Ironwood VA Clinic';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GD ';'Ironwood VA Clinic';'My HealtheVet coordinator at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GD ';'Ironwood VA Clinic';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GD ';'Ironwood VA Clinic';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GF ';'Manistique VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GF ';'Manistique VA Clinic';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GF ';'Manistique VA Clinic';'My HealtheVet coordinator at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GF ';'Manistique VA Clinic';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GF ';'Manistique VA Clinic';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GG ';'Gladstone VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585GG ';'Gladstone VA Clinic';'Urgent care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HA ';'Marquette VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HA ';'Marquette VA Clinic';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HA ';'Marquette VA Clinic';'My HealtheVet coordinator at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HA ';'Marquette VA Clinic';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HA ';'Marquette VA Clinic';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HB ';'Sault Saint Marie VA Clinic';'Laboratory and pathology at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HB ';'Sault Saint Marie VA Clinic';'Mental health care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HB ';'Sault Saint Marie VA Clinic';'My HealtheVet coordinator at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HB ';'Sault Saint Marie VA Clinic';'Pharmacy at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_585HB ';'Sault Saint Marie VA Clinic';'Primary care at VA Iron Mountain health care';;'VA Iron Mountain health care'
'vha_589 ';'Kansas City VA Medical Center';'Amputation care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Audiology and speech at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Blind and low vision rehabilitation at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Cardiology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Caregiver support at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Chiropractic at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Dental/oral surgery at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Extended care and rehabilitation at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Homeless Veteran care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'LGBTQ+ Veteran care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Mental health care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Minority Veteran care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'MOVE! weight management at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'My HealtheVet coordinator at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Nephrology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Neurology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Ophthalmology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Pain management at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Patient advocates at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Pharmacy at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Physical therapy, occupational therapy and kinesiotherapy at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Podiatry at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Radiology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Rehabilitation and prosthetics at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Returning service member care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Smoking and tobacco cessation at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Social work at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Spinal cord injury and disorders at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Suicide prevention at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Vocational rehabilitation and employment programs at VA Kansas City health care';;'VA Kansas City health care'
'vha_589 ';'Kansas City VA Medical Center';'Women Veteran care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Addiction and substance abuse care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Allergy, asthma and immunology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Anesthesia at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Audiology and speech at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Cardiology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Cardiovascular surgery at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Caregiver support at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Dental/oral surgery at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Dermatology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Emergency care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Endocrinology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Extended care and rehabilitation at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Gastroenterology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Hematology/oncology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Homeless Veteran care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Infectious disease at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Laboratory and pathology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'LGBTQ+ Veteran care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Mental health care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Military sexual trauma care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Minority Veteran care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Nephrology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Neurology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Ophthalmology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Orthopedics at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Otolaryngology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Palliative and hospice care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Patient advocates at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Pharmacy at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Physical medicine and rehabilitation at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Physical therapy, occupational therapy and kinesiotherapy at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Plastic and reconstructive surgery at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Podiatry at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Psychology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'PTSD care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Pulmonary medicine at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Radiology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Rehabilitation and prosthetics at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Returning service member care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Rheumatology at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Sleep medicine at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Social work at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Suicide prevention at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Surgery at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Thoracic surgery at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Vascular surgery at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Whole health at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A4 ';'Harry S. Truman Memorial Veterans Hospital';'Women Veteran care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Addiction and substance abuse care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Audiology and speech at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Cardiology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Caregiver support at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Dental/oral surgery at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Dermatology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Extended care and rehabilitation at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Gastroenterology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Hematology/oncology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'HIV/hepatitis care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Homeless Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Infectious disease at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'LGBTQ+ Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Mental health care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Minority Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Nephrology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Neurology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Patient advocates at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Physical medicine and rehabilitation at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Psychiatry at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Psychology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'PTSD care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Pulmonary medicine at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Returning service member care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Rheumatology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Sleep medicine at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Social work at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Suicide prevention at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Telehealth at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Vocational rehabilitation and employment programs at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Women Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A5 ';'Colmery-O''Neil Veterans'' Administration Medical Center ';'Wound care and ostomy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Addiction and substance abuse care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Cardiology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Caregiver support at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Dental/oral surgery at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Dermatology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Extended care and rehabilitation at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Gastroenterology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Geriatrics at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Hematology/oncology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'HIV/hepatitis care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Homeless Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'LGBTQ+ Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Mental health care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Minority Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Nephrology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Neurology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Patient advocates at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Psychiatry at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Psychology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Pulmonary medicine at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Returning service member care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Rheumatology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Social work at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Suicide prevention at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Telehealth at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Vocational rehabilitation and employment programs at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
