Id;Facility;VAMC System Health Service;Facility description of services;Owner
'VAMC-FY-37';'Wayne County VA Clinic';'Hematology/oncology at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Wayne Memorial Health Systems Complex, </strong><br />600 Maple Avenue, <br />Suite 2, <br />Honesdale, PA 18431-1439<br /><strong>Phone:</strong> <a href="tel:+1570-251-6549">570-251-6549</a><br /><strong>Hours:</strong> Monday through Friday: 7:30a.m. to 4:00p.m. ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-251-6549">570-251-6549</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-38';'Wayne County VA Clinic';'Laboratory and pathology at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Wayne Memorial Health Systems Complex, </strong><br />600 Maple Avenue, <br />Suite 2, <br />Honesdale, PA 18431-1439<br /><strong>Phone:</strong> <a href="tel:+1570-251-6549">570-251-6549</a><br /><strong>Hours:</strong> Monday through Friday: 7:30a.m. to 4:00p.m. ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-251-6549">570-251-6549</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-39';'Wayne County VA Clinic';'Primary Care at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Wayne Memorial Health Systems Complex, </strong><br />600 Maple Avenue, <br />Suite 2, <br />Honesdale, PA 18431-1439<br /><strong>Phone:</strong> <a href="tel:+1570-251-6549">570-251-6549</a><br /><strong>Hours:</strong> Monday through Friday: 7:30a.m. to 4:00p.m. ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-251-6549">570-251-6549</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-40';'Wayne County VA Clinic';'Telehealth at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Wayne Memorial Health Systems Complex, </strong><br />600 Maple Avenue, <br />Suite 2, <br />Honesdale, PA 18431-1439<br /><strong>Phone:</strong> <a href="tel:+1570-251-6549">570-251-6549</a><br /><strong>Hours:</strong> Monday through Friday: 7:30a.m. to 4:00p.m. ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-251-6549">570-251-6549</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-41';'Wayne County VA Clinic';'Women Veteran care at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Wayne Memorial Health Systems Complex, </strong><br />600 Maple Avenue, <br />Suite 2, <br />Honesdale, PA 18431-1439<br /><strong>Phone:</strong> <a href="tel:+1570-251-6549">570-251-6549</a><br /><strong>Hours:</strong> Monday through Friday: 7:30a.m. to 4:00p.m. ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-251-6549">570-251-6549</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-42';'Wilkes-Barre VA Medical Center';'Addiction and substance abuse treatment at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Main Building,  </strong><br />Room C8-77<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27697<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-43';'Wilkes-Barre VA Medical Center';'Audiology and speech at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1 </strong><br />8th Floor<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27709<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-44';'Wilkes-Barre VA Medical Center';'Caregiver Support at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Main Building,  </strong><br />Room C8-77<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27697<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-45';'Wilkes-Barre VA Medical Center';'Dental/oral surgery at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>1ST Floor,</strong><br />Green Area<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27231<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-46';'Wilkes-Barre VA Medical Center';'Extended Care and Rehabilitation at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1,</strong><br />7th Floor,<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27915<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> , ext. 27308, , ext. 27120</p>';'VA Wilkes-Barre health care'
'VAMC-FY-47';'Wilkes-Barre VA Medical Center';'Geriatrics at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1,</strong><br /> CLC<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27670<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-48';'Wilkes-Barre VA Medical Center';'Gynecology at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1,</strong><br />Womens Clinic<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 24480<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-49';'Wilkes-Barre VA Medical Center';'Hematology/oncology at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />4th Floor<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a><br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-50';'Wilkes-Barre VA Medical Center';'Homeless Veteran care at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Main Building,  </strong><br />Room C8-77<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27697<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-51';'Wilkes-Barre VA Medical Center';'Laboratory and pathology at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1,</strong><br />3rd Floor,<br /> Room N3-75<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 24310<br /><strong>Hours:</strong> Monday through Friday: 6:00 a.m. to 4:15 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> , ext.  24240</p>';'VA Wilkes-Barre health care'
'VAMC-FY-52';'Wilkes-Barre VA Medical Center';'LGBT Veteran care at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Main Building,  </strong><br />Room C8-77<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27697<br /><strong>Hours:</strong> Monday through Friday: 6:00 a.m. to 4:15 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-53';'Wilkes-Barre VA Medical Center';'Low Vision and blind rehabilitation at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1, </strong><br />3rd Floor<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27464<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-54';'Wilkes-Barre VA Medical Center';'Mental health care at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Mental Health Clinic, </strong><br />1 East<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27738<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-55';'Wilkes-Barre VA Medical Center';'Military Sexual Trauma at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Main Building, </strong><br /> Room C8-77<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27697<br /><strong>Hours:</strong> Monday through Friday: 6:00 a.m. to 4:15 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-56';'Wilkes-Barre VA Medical Center';'Minority Veteran Care at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Main Building,  </strong><br />Room C8-77<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27697<br /><strong>Hours:</strong> Monday through Friday: 6:00 a.m. to 4:15 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-57';'Wilkes-Barre VA Medical Center';'MOVE! weight management at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>FYP, </strong><br />2nd Floor, <br />Room A2-49<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27817<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-58';'Wilkes-Barre VA Medical Center';'My HealtheVet coordinator at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1,</strong><br />1st Floor<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext.  24219<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-59';'Wilkes-Barre VA Medical Center';'Neurology at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1,</strong><br />3rd Floor, N/A<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a><br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-60';'Wilkes-Barre VA Medical Center';'Nutrition, food, and dietary at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>FYP, </strong><br />2nd Floor, <br />Room A2-43<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27694<br /><strong>Hours:</strong> Monday through Friday: 7:30 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-61';'Wilkes-Barre VA Medical Center';'Ophthalmology at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1, </strong><br />3rd Floor <br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27503<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> , ext. 27504, , ext. 27692</p>';'VA Wilkes-Barre health care'
'VAMC-FY-62';'Wilkes-Barre VA Medical Center';'Optometry at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1, </strong><br />3rd Floor <br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27849<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-63';'Wilkes-Barre VA Medical Center';'Orthopedics at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1, </strong><br />5th Floor, 5 EAST <br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27963<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-64';'Wilkes-Barre VA Medical Center';'Pain Management at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1, </strong><br /> 5th Floor<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext.  27990<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> , ext. 27814, , ext. 27815</p>';'VA Wilkes-Barre health care'
'VAMC-FY-65';'Wilkes-Barre VA Medical Center';'Palliative and hospice care at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Main Building,  </strong><br />Room C8-77<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27697<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-66';'Wilkes-Barre VA Medical Center';'Pharmacy at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Basement, </strong><br />Room CG-91<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 24132<br /><strong>Hours:</strong> Monday through Wednesday,and Friday: 8:00 a.m. to 5:00 p.m., Thursday: 9:00 a.m. to 5:00 p.m. ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-67';'Wilkes-Barre VA Medical Center';'Physical therapy, occupational therapy and kinesiotherapy at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1,</strong><br />2nd Floor<br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27479<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> </p>';'VA Wilkes-Barre health care'
'VAMC-FY-68';'Wilkes-Barre VA Medical Center';'Podiatry at VA Wilkes-Barre health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1, </strong><br />5 EAST, 5th Floor  <br /><a data-entity-substitution="canonical" data-entity-type="node" data-entity-uuid="4lbda239-aca4-4934-b950-a26712c730bc" href="/node/3066">Map of Wilkes-Barre campus</a><br /><strong>Phone:</strong> <a href="tel:+1570-824-3521">570-824-3521</a>, ext. 27962<br /><strong>Hours:</strong> Monday through Friday: 8:00 a.m. to 4:30 p.m ET</p><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1570-824-3521">570-824-3521</a> , ext. 27963, , ext. 27964</p>';'VA Wilkes-Barre health care'
